,name,address,borough,source,validated_address
799,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
800,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
801,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
802,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
803,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
804,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
805,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
806,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
807,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
808,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
809,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
810,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
811,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
812,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
813,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
814,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
815,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
816,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
817,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
818,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
819,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
820,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
821,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
822,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
823,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
824,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
825,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
826,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
827,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
828,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
829,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
830,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
831,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
832,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
833,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
834,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
835,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
836,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
837,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
838,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
839,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
840,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
841,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
842,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
843,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
844,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
845,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
846,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
847,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
848,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
849,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
850,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
851,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
852,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
853,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
854,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
855,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
856,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
857,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
858,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
859,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
860,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
861,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
862,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
863,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
864,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
865,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
866,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
867,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
868,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
869,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
870,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
871,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
872,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
873,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
874,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
875,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
876,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
877,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
878,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
879,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
880,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
881,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
882,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
883,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
884,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
885,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
886,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
887,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
888,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
889,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
890,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
891,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
892,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
893,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
894,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
895,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
896,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
897,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
898,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
899,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
900,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
901,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
902,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
903,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
904,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
905,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
906,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
907,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
908,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
909,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
910,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
911,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
912,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
913,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
914,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
915,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
916,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
917,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
918,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
919,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
920,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
921,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
922,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
923,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
924,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
925,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
926,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
927,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
928,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
929,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
930,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
931,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
932,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
933,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
934,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
935,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
936,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
937,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
938,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
939,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
940,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
941,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
942,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
943,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
944,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
945,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
946,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
947,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
948,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
949,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
950,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
951,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
952,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
953,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
954,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
955,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
956,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
957,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
958,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
959,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
960,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
961,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
962,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
963,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
964,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
965,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
966,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
967,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
968,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
969,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
970,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
971,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
972,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
973,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
974,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
975,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
976,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
977,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
978,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
979,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
980,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
981,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
982,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
983,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
984,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
985,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
986,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
987,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
988,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
989,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
990,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
991,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
992,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
993,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
994,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
995,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
996,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
997,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
998,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
999,Tangra Masala,"87-09 Grand Avenue, Queens 11373",New York City,Zomato,"87-09 Grand Ave, Queens, NY 11373, USA"
1000,Kabab King,"7301 37th Rd, Jackson Heights 11372",New York City,Zomato,"73-01 37th Rd, Flushing, NY 11372, USA"
1001,Salt & Pepper,"139 W 33rd Street, New York 10001",New York City,Zomato,"139 W 33rd St, New York, NY 10001, USA"
1002,Fatima's Halal Kitchen,"2525 Broadway, Astoria 11106",New York City,Zomato,"25-25 Broadway, Queens, NY 11106, USA"
1003,Curry Hut,"534 9th Avenue, New York, NY",New York City,Zomato,"534 9th Ave, New York, NY 10018, USA"
1004,Joy Curry & Tandoor Restaurant,"148 E 46th Street, New York 10017",New York City,Zomato,"148 E 46th St, New York, NY 10017, USA"
1005,The Halal Guys,W 53rd Street & 7th Ave New York 10019,New York City,Zomato,"W 53rd St, New York, NY 10019, USA"
1006,Kailash Parbat,"99 Lexington Avenue, New York 10016",New York City,Zomato,"99 Lexington Ave, New York, NY 10016, USA"
1007,Yemen Café and Restaurant,"176 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"176 Atlantic Ave, Brooklyn, NY 11201, USA"
1008,Pars Grill House & Bar,"249 W 26th Street, New York 10001",New York City,Zomato,"249 W 26th St, New York, NY 10001, USA"
1009,Heart of India,"79 2nd Avenue, New York 10003",New York City,Zomato,"79 2nd Ave, New York, NY 10003, USA"
1010,Tamba Indian Grill & Bar,"103 Lexington Avenue, New York 10016",New York City,Zomato,"103 Lexington Ave, New York, NY 10016, USA"
1011,The Soul Spot,"302 Atlantic Avenue, Brooklyn 11201",New York City,Zomato,"302 Atlantic Ave, Brooklyn, NY 11201, USA"
1012,Mint Masala,95 Macdougal Street 10012,New York City,Zomato,"95 MacDougal St, New York, NY 10012, USA"
1013,Haandi,113 Lexington Avenue 10016,New York City,Zomato,"113 Lexington Ave, New York, NY 10016, USA"
1014,Bombay Masala Restaurant,"Times Square, 148 W 49th Street, New York 10019",New York City,Zomato,"148 W 49th St, New York, NY 10019, USA"
1015,The Halal Guys,"722 Amsterdam Avenue, New York, NY 10025",New York City,Zomato,"722 Amsterdam Ave, New York, NY 10025, USA"
1016,Sheezan Restaurant,"183 Church Street, New York, NY 10007",New York City,Zomato,"183 Church St, New York, NY 10007, USA"
1017,Tripoli,"156 Atlantic Avenue, Brooklyn, Cobble Hill, New York City 11201",New York City,Zomato,"156 Atlantic Ave, Brooklyn, NY 11201, USA"
1018,Patiala,371 West 34th Street 10001,New York City,Zomato,"371 W 34th St, New York, NY 10001, USA"
