name,platform_id,url,total_review_count,address,id,image_url,lat,lng,score
Pasha's,7-YixUudnaNfd1FuprZZyA,https://www.yelp.com/biz/pashas-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,7.0,"40 Wall St,New York, NY 10005",6266,https://s3-media3.fl.yelpcdn.com/bphoto/iqBBDljLY4EPJUHlBHIyKA/o.jpg,40.7068,-74.01,1
Joe's Shanghai,0CjK3esfpFcxIopebzjFxA,https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,6167.0,"46 Bowery St,New York, NY 10013",6268,https://s3-media3.fl.yelpcdn.com/bphoto/ekUo5egd4dlE7zJyb4-Leg/o.jpg,40.7157,-73.9967,1
XO Kitchen,53y6b_-YaptXhlm2-STzeA,https://www.yelp.com/biz/xo-kitchen-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,515.0,"148 Hester St,New York, NY 10013",6276,https://s3-media3.fl.yelpcdn.com/bphoto/MrI07bYSasdCjWzhjzVcUg/o.jpg,40.7174,-73.996,3
Eleven Madison Park,nRO136GRieGtxz18uD61DA,https://www.yelp.com/biz/eleven-madison-park-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,2183.0,"11 Madison Ave,New York, NY 10010",6280,https://s3-media4.fl.yelpcdn.com/bphoto/2hfw1KehM6JG6WqCAyj32A/o.jpg,40.7417,-73.9872,4
The Kati Roll Company,BPyt7S9TdcR1u571iacg7g,https://www.yelp.com/biz/the-kati-roll-company-new-york-5?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,1531.0,"49 W 39th St,New York, NY 10018",6712,https://s3-media2.fl.yelpcdn.com/bphoto/myOO9urRL9fAhNhzStmCug/o.jpg,40.7527,-73.9847,2
Jackson Diner,IpiGGEXxz-5QVJpijXVmmA,https://www.yelp.com/biz/jackson-diner-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,620.0,"3747 74th St,Jackson Heights, NY 11372",6839,https://s3-media1.fl.yelpcdn.com/bphoto/eU3_8gMcU6pbbGrURHEAyw/o.jpg,40.7478,-73.8915,5
Meghna Grocery & Halal Meat,PnNI9eyFUoLyhIF6pXHAOg,https://www.yelp.com/biz/meghna-grocery-and-halal-meat-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,4.0,"74-18 37th Ave,New York, NY 11372",6846,https://s3-media4.fl.yelpcdn.com/bphoto/DIhYgB3bs0ZfEQBHHx6wdA/o.jpg,40.749,-73.8912,2
Turkiyem Market,2UebUoFy47hXkPdBGaGbgg,https://www.yelp.com/biz/turkiyem-market-sunnyside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,15.0,"46-31 Skillman Ave,Sunnyside, NY 11104",6851,https://s3-media4.fl.yelpcdn.com/bphoto/Q3o3apMqxO_0Nq0nvLosiA/o.jpg,40.7466,-73.9176,2
Key Food Fresh N Save,OI5OE3qeRQyyIpb8Ua-SuQ,https://www.yelp.com/biz/key-food-fresh-n-save-sunnyside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,89.0,"46-02 Queens Blvd,Sunnyside, NY 11104",6959,https://s3-media2.fl.yelpcdn.com/bphoto/ilLJxbon27IH8bXX5aHU2g/o.jpg,40.7426,-73.9186,5
Seattle Cafe,NbWjdLwP3edhYyEjmnjgMw,https://www.yelp.com/biz/seattle-cafe-long-island-city?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,42.0,"3202 Queens Blvd,Long Island City, NY 11101",6962,https://s3-media2.fl.yelpcdn.com/bphoto/fMUR8EGP5CRzlej0vvMGhg/o.jpg,40.7441,-73.9332,4
Food Dynasty,5jUSGlE0pCGaa47hf_kJtA,https://www.yelp.com/biz/food-dynasty-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,30.0,"7507 37th Ave,Jackson Heights, NY 11377",6978,https://s3-media1.fl.yelpcdn.com/bphoto/NX3GjBLyUlEFghB-YQ43VA/o.jpg,40.7491,-73.8904,4
Lasani Restaurant,RRg3P3NsYzutXn5M6mluxw,https://www.yelp.com/biz/lasani-restaurant-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,46.0,"15 W 29th St,New York, NY 10001",7175,https://s3-media3.fl.yelpcdn.com/bphoto/4yDWy9Hb5C1bOZ_Qr2E4wg/o.jpg,40.7459,-73.9879,3
Kabul Kabob,p90wZb-852r0CUlDcpLyzA,https://www.yelp.com/biz/kabul-kabob-bridgeview?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,58.0,"7265 W 87th St,Bridgeview, IL 60455",7427,https://s3-media4.fl.yelpcdn.com/bphoto/8ZvbRKm592a6mEyd81rO2g/o.jpg,41.7328,-87.8014,2
Spicy Thai Lao,359aBfrDilLaF_gbSdy-wg,https://www.yelp.com/biz/spicy-thai-lao-burbank?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,269.0,"5357 State Rd,Burbank, IL 60459",7428,https://s3-media1.fl.yelpcdn.com/bphoto/t8y5aIw0GrnjlQHiBk6qTg/o.jpg,41.7498,-87.7552,1
Shibam Restaurant - South,M4WYHDJehdju4BOOYkAZUw,https://www.yelp.com/biz/shibam-restaurant-south-bridgeview-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,29.0,"9052 S Harlem Ave,Bridgeview, IL 60455",7429,https://s3-media1.fl.yelpcdn.com/bphoto/dO0zFi7IE6hwootF0ZZyZg/o.jpg,41.7273,-87.7989,1
Al Bawadi Grill,DYZG-bTAOwNZzxhxkhfPeg,https://www.yelp.com/biz/al-bawadi-grill-bridgeview-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,779.0,"7216 W 87th St,Bridgeview, IL 60455",7430,https://s3-media1.fl.yelpcdn.com/bphoto/W67Wwb5NIDic94MUTmCUAw/o.jpg,41.7338,-87.8012,2
The Nut House,0gzHuysZAKooH9EQhjzryg,https://www.yelp.com/biz/the-nut-house-bridgeview?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,33.0,"7281 W 87th St,Bridgeview, IL 60455",7433,https://s3-media4.fl.yelpcdn.com/bphoto/NKdlz8eXQXAPjcRA2UM4Fg/o.jpg,41.7333,-87.8018,3
Crown Fried Chicken & Coffee Shop,G-kBAWBp44VwQyav2C3AKQ,https://www.yelp.com/biz/crown-fried-chicken-and-coffee-shop-brooklyn-7?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,5.0,"3149 Fulton St,Brooklyn, NY 11208",7620,https://s3-media1.fl.yelpcdn.com/bphoto/0NWly_fgRw_Ras66nUIrCg/o.jpg,40.6819,-73.8787,5
AKS Halal Deli & Grill,HGm3itKMaPIjUd-_qPICcQ,https://www.yelp.com/biz/aks-halal-deli-and-grill-norwood?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,21.0,"319 E 204th St,Norwood, NY 10467",7649,https://s3-media2.fl.yelpcdn.com/bphoto/46dl99qoLRG5-40rjLVFpg/o.jpg,40.8728,-73.8779,2
Tasty Picks,_Oo-avvM4zdLFDqwrLsrIw,https://www.yelp.com/biz/tasty-picks-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,71.0,"89 East Gunhill Rd,New York, NY 10467",7652,https://s3-media2.fl.yelpcdn.com/bphoto/SPqVFEDbP939BL7D1ZUDOQ/o.jpg,40.8817,-73.8794,5
Thai Cuisine,zJ6-ZCrtJA943nsVl2l8gQ,https://www.yelp.com/biz/thai-cuisine-bronx-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,54.0,"1509 White Plains Rd,Bronx, NY 10462",7692,https://s3-media3.fl.yelpcdn.com/bphoto/dGMOA_UaYsofpYEIqkUw4w/o.jpg,40.8381,-73.8638,3
El Sabroso,AStYD2Uo6NR1gzZ0xXrn9g,https://www.yelp.com/biz/el-sabroso-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,141.0,"265 W 37th St,New York, NY 10018",8457,https://s3-media3.fl.yelpcdn.com/bphoto/dK9_6smagieBRxAGsqowAA/o.jpg,40.7541,-73.9915,4
Bombay Biryany Cart,Yf4SjE9tfd1ASaT3xtwYzQ,https://www.yelp.com/biz/bombay-biryany-cart-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,5.0,"Broadway & Liberty St,New York, NY 10005",8508,https://s3-media2.fl.yelpcdn.com/bphoto/9hQwgM-r2hbHngLBBFv0eQ/o.jpg,40.7091,-74.0106,1
BaoHaus,B3i4zs5wquFu1UZyzYJ-bQ,https://www.yelp.com/biz/baohaus-new-york-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,1946.0,"238 E 14th St,New York, NY 10003",8625,https://s3-media3.fl.yelpcdn.com/bphoto/i5Bv1vmYbZL9zTmUgUG7XQ/o.jpg,40.7325,-73.9857,5
Mi amor Halal,VR9JmGJbU-jvxKd3DbMDrQ,https://www.yelp.com/biz/mi-amor-halal-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,3.0,"New York, NY 11249",8686,https://s3-media4.fl.yelpcdn.com/bphoto/p2Z_XCeHQIZ2vibMlg_tkQ/o.jpg,40.7146,-74.0071,4
Earl of Sandwich,9JrOZDknW8Yx3TK2MSShwA,https://www.yelp.com/biz/earl-of-sandwich-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,158.0,"1290 6th Ave,New York, NY 10104",8536,https://s3-media2.fl.yelpcdn.com/bphoto/5ZfRVo7FfgLTb4GWmpTknA/o.jpg,40.7608,-73.9789,1
Desi Food Truck,iSiOfm9CdUhbS0eDHPHUNA,https://www.yelp.com/biz/desi-food-truck-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,69.0,"New York, NY 10012",8538,https://s3-media2.fl.yelpcdn.com/bphoto/vPtJmwq9rbsoKTSRKbZSsQ/o.jpg,40.7252,-73.9993,2
Nanoosh,RJnCxu9gAbYmCftd5BMOMg,https://www.yelp.com/biz/nanoosh-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,424.0,"2012 Broadway,New York, NY 10023",9202,https://s3-media3.fl.yelpcdn.com/bphoto/iIlfwrpQzs8KR2_Wpr4sYQ/o.jpg,40.7759,-73.9817,2
Sakura of Japan,P_RNungaIf6FZdzEWkoQ0g,https://www.yelp.com/biz/sakura-of-japan-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,150.0,"29 John St,New York, NY 10038",9447,https://s3-media2.fl.yelpcdn.com/bphoto/Kb5dgXLkayEsa6q5y91ZeA/o.jpg,40.7098,-74.0085,2
Sophie's Cuban Cuisine,VISwpz_sdcgN04k1SuC0yw,https://www.yelp.com/biz/sophies-cuban-cuisine-new-york-6?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,306.0,"369 Lexington Ave,New York, NY 10017",9558,https://s3-media1.fl.yelpcdn.com/bphoto/OSslCm7yieyDmMO61dVQbg/o.jpg,40.7505,-73.9767,3
Hummus Place,TxHx1fb8O_MsfQB_ODdTQg,https://www.yelp.com/biz/hummus-place-new-york-4?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,610.0,"305 Amsterdam Ave,New York, NY 10023",9748,https://s3-media4.fl.yelpcdn.com/bphoto/HHlsj08PVrgK9FhTXE6jYw/o.jpg,40.78,-73.9803,5
Trade Fair Supermarket,4cTk3oTxfSD18Gzr5XddAQ,https://www.yelp.com/biz/trade-fair-supermarket-astoria-4?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,53.0,"37-11 Ditmars Blvd,Astoria, NY 11105",10263,https://s3-media4.fl.yelpcdn.com/bphoto/YA7US8M3m0BKwJobjWYxDg/o.jpg,40.7737,-73.9072,3
Xi'an Famous Foods,tsHdT1GDibhYYA0JA7Z9tg,https://www.yelp.com/biz/xian-famous-foods-new-york-32?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,485.0,"37 W 54th St,New York, NY 10019",10289,https://s3-media1.fl.yelpcdn.com/bphoto/flS-dQt8I4svhEoGMDUQAw/o.jpg,40.7621,-73.9773,3
Trade Fair Supermarket,qxDRWv0fNNLZS1OMxmoENQ,https://www.yelp.com/biz/trade-fair-supermarket-astoria-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,48.0,"2355 Broadway,Astoria, NY 11106",10294,https://s3-media2.fl.yelpcdn.com/bphoto/OJCrLUJi5ug31sYkFUZ6pA/o.jpg,40.7636,-73.9285,5
Porter House Bar And Grill,UmbueYC2QcDFJy6ju7M6dw,https://www.yelp.com/biz/porter-house-bar-and-grill-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,646.0,"10 Columbus Cir,New York, NY 10019",10430,https://s3-media4.fl.yelpcdn.com/bphoto/9v5XZy0ubaBgN7LXuDutjg/o.jpg,40.7689,-73.9826,3
Choolaah,NyLYY8q1-H3hfsTwuwLPCg,https://www.yelp.com/biz/choolaah-orange-village-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,627.0,"27100 Chagrin Blvd,Orange Village, OH 44122",23501,https://s3-media3.fl.yelpcdn.com/bphoto/HkqQkr6mHThWIgllbhXqBw/o.jpg,41.4617,-81.4871,3
Urban Kitchen & Deli,1ktw2saTrIr_YJSxQjhnpg,https://www.yelp.com/biz/urban-kitchen-and-deli-cleveland?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,97.0,"9751 Chester Ave,Cleveland, OH 44106",23502,https://s3-media3.fl.yelpcdn.com/bphoto/NYFhW5t1z_1rV-ew4ys35g/o.jpg,41.5057,-81.6195,5
Euro Wafel Bar,ugGMhvYnjheG3rHKxK2-gQ,https://www.yelp.com/biz/euro-wafel-bar-cleveland?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,100.0,"11457 Mayfield Rd Cleveland,Cleveland, OH 44106",23503,https://s3-media2.fl.yelpcdn.com/bphoto/lx-IK0EOZhLJUKhmLSUibA/o.jpg,41.509,-81.6037,4
Rumi's Market and Deli,zYbEKtLeosxhTzF4zSRIyA,https://www.yelp.com/biz/rumis-market-and-deli-cleveland?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,28.0,"8225 Carnegie Ave,Cleveland, OH 44103",23507,https://s3-media4.fl.yelpcdn.com/bphoto/lweOIv_9WhbsC7amn33iUw/o.jpg,41.5013,-81.6304,4
St Louis Taco and Pita Grill,eCHbS30W2D-WomfqDUsvag,https://www.yelp.com/biz/st-louis-taco-and-pita-grill-ballwin?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,180.0,"15493 Manchester Rd,Ballwin, MO 63011",23899,https://s3-media4.fl.yelpcdn.com/bphoto/3nvy5ljKzOFCh2Z9IWg4nQ/o.jpg,38.5929,-90.5676,3
Poké Munch,dQR7ZcEsOC9L-LKRYwekUA,https://www.yelp.com/biz/pok%C3%A9-munch-creve-coeur?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,153.0,"630 N New Ballas Rd,Creve Coeur, MO 63141",23901,https://s3-media3.fl.yelpcdn.com/bphoto/XCiPojtrtE0a6UxKJqg76w/o.jpg,38.6678,-90.4432,5
Kennedy Fried Chicken,uO_-SP8xeBVRbwi4IEQq9Q,https://www.yelp.com/biz/kennedy-fried-chicken-corona?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,12.0,"3559 Junction Blvd,Corona, NY 11368",24059,https://s3-media2.fl.yelpcdn.com/bphoto/gEmRrumXVx4kIc27nmAPXw/o.jpg,40.7517,-73.8707,5
Halal Food Cart,urgjbqhtZD20G5h3XM76wQ,https://www.yelp.com/biz/halal-food-cart-charlotte?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,121.0,"101 N Tryon St,Charlotte, NC 28202",29207,https://s3-media2.fl.yelpcdn.com/bphoto/AR168CWgdhOxdA_PelMLNQ/o.jpg,35.2272,-80.8428,4
Peri Peri Grill House,KPGZ6zr6lUX9YROjGcUbtw,https://www.yelp.com/biz/peri-peri-grill-house-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,146.0,"235 Malcolm X Blvd,Brooklyn, NY 11233",5178,https://s3-media3.fl.yelpcdn.com/bphoto/Pua9bmtsAqljOJ_sPDV9Mw/o.jpg,40.6847,-73.9292,5
Gyro Mania,ctVgx_mIwt2Fwc48Pgjhlw,https://www.yelp.com/biz/gyro-mania-bath-beach?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,41.0,"2151 Bath Ave,Bath Beach, NY 11214",5180,https://s3-media4.fl.yelpcdn.com/bphoto/vlTRc6HYavvq7nls-KbCPA/o.jpg,40.5989,-73.9979,1
Middle Eastern Halal Food,WekK6vHrQZ-81CijH2sGiw,https://www.yelp.com/biz/middle-eastern-halal-food-brooklyn-5?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,146.0,"8601 5th Ave,Brooklyn, NY 11209",5182,https://s3-media1.fl.yelpcdn.com/bphoto/Wi3R2J8b1zrmiPx_O9ldvA/o.jpg,40.6213,-74.0262,4
Joloff Restaurant,FdB6KDTEmX8HvomPwySAHg,https://www.yelp.com/biz/joloff-restaurant-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,185.0,"1168 Bedford Ave,Brooklyn, NY 11216",5198,https://s3-media3.fl.yelpcdn.com/bphoto/fW320I3CPOmLh85RQ6-MRw/o.jpg,40.6841,-73.9542,1
First Oasis,KjqBMZ0bE9VV2VP3DrDZvg,https://www.yelp.com/biz/first-oasis-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,169.0,"9218 4th Ave,Brooklyn, NY 11209",5200,https://s3-media1.fl.yelpcdn.com/bphoto/ETfkHVBmcE2s3oyEGra_pQ/o.jpg,40.618,-74.0306,3
Abir Halal Restaurant,R2VSWR_2bNhfchNqdgQR2g,https://www.yelp.com/biz/abir-halal-restaurant-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,13.0,"526 Nostrand Ave,Brooklyn, NY 11216",5215,https://s3-media3.fl.yelpcdn.com/bphoto/fgwS2kXzCRPFgvH5meGfIw/o.jpg,40.6808,-73.9498,5
Halal Paradise,M45jHhTaU6ePHDEibXk9nQ,https://www.yelp.com/biz/halal-paradise-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,37.0,"4TH Ave And Pacific St,Brooklyn, NY 11231",5232,https://s3-media4.fl.yelpcdn.com/bphoto/d2-o2xZxK1_7H2zp7aMQ4A/o.jpg,40.6837,-73.9787,2
Dar 525,oqVG2LsTwvRzgJxId5pqiw,https://www.yelp.com/biz/dar-525-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,482.0,"525 Grand St,Brooklyn, NY 11211",5234,https://s3-media2.fl.yelpcdn.com/bphoto/3LM1XPzAEImHxjA--aK-wg/o.jpg,40.7113,-73.9503,2
Kazi Halal,AqKHTQgO1ls2_nd2cBVzng,https://www.yelp.com/biz/kazi-halal-new-york-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,5.0,"47-65 Court St,New York, NY 11201",5259,https://s3-media3.fl.yelpcdn.com/bphoto/W7mMlFtZp7y6wKy0eqF42g/o.jpg,40.6916,-73.9913,3
Zyara NY,0AoaUlXkQOlalpA3v-Ivqw,https://www.yelp.com/biz/zyara-ny-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,168.0,"57 Clinton St,New York, NY 10002",5260,https://s3-media4.fl.yelpcdn.com/bphoto/_jwDYM4c26WWoYd7dwXM_A/o.jpg,40.7196,-73.9851,4
Flatbush Halal Restaurant,m_BTgSsjn8T881XxMMmDuw,https://www.yelp.com/biz/flatbush-halal-restaurant-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,8.0,"1210 Flatbush Ave,New York, NY 11226",5229,https://s3-media2.fl.yelpcdn.com/bphoto/IHgw_TRd5rURgZsOE9GYoQ/o.jpg,40.6407,-73.9562,3
Rocca Cafe Lounge,XAWp4A8xJYaEX8TepS1xOg,https://www.yelp.com/biz/rocca-cafe-lounge-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,468.0,"2712 Emmons Ave,Brooklyn, NY 11235",5231,https://s3-media1.fl.yelpcdn.com/bphoto/TGG5ItcSA0PAD4xcFtMJzA/o.jpg,40.5835,-73.9409,2
Sham's Halal Food,OzqtU_DMh29G8aJ4nO1a_A,https://www.yelp.com/biz/shams-halal-food-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,2.0,"Myrtle Ave & Catalpa Ave,New York, NY 11385",5270,https://s3-media1.fl.yelpcdn.com/bphoto/e4LnPI8o71-z2oqnmNRJxw/o.jpg,40.7003,-73.9048,2
NYC Falafel,JtmzTnEDpS03tMytXOPUQw,https://www.yelp.com/biz/nyc-falafel-new-york-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,47.0,"201 Allen St,New York, NY 10002",5338,https://s3-media4.fl.yelpcdn.com/bphoto/Wgbfd2k9nWZ8woGrlzRneA/o.jpg,40.7225,-73.989,2
