name,coordinates,borough,url
Mangal Turkish Restaurant,"40.74285,-73.918491",Queens,https://www.zabihah.com/biz/EeciqBg9fF
Tangra Asian Fusion (II),"40.7440906,-73.9252779",Queens,https://www.zabihah.com/biz/P6ntICLUiB
Kabul Kabab House,"40.753919,-73.827502",Queens,https://www.zabihah.com/biz/TGyHp9f9tM
Al-Mehran,"40.708235,-73.803297",Queens,https://www.zabihah.com/biz/PXa1YdrKpZ
S&A West Indian Restaurant,"40.681619,-73.83754",Queens,https://www.zabihah.com/biz/culylD1bIa
Kabab CafÃ©,"40.767954,-73.911947",Queens,https://www.zabihah.com/biz/8jyo6Bi7HD
Shah's Halal Food,"40.69981,-73.831917",Queens,https://www.zabihah.com/biz/bJJScwgULm
Afghan Kebab House #5,"40.765682,-73.913191",Queens,https://www.zabihah.com/biz/C1eW1X0vdm
Indo Foods Halal Cart,"40.6865852,-73.8232564",Queens,https://www.zabihah.com/biz/HnDOuImJ45
Halal Kitchen,"40.7404884,-73.9225849",Queens,https://www.zabihah.com/biz/0F1W5XqRad
Ariana Kebab Palace,"40.7107247,-73.792929",Queens,https://www.zabihah.com/biz/FYdOOOU6KP
Palace Fried Chicken,"40.7597123,-73.9366831",Queens,https://www.zabihah.com/biz/4IvSfdYdI6
Crown Grill Fried Chicken & Pizza,"40.7292866,-73.8153541",Queens,https://www.zabihah.com/biz/nspZJVA8Jc
Abdul Halal Food Cart,"40.6862006215262,-73.8241747761637",Queens,https://www.zabihah.com/biz/AaFrvPFwEA
Mombar,"40.7674217,-73.9122501",Queens,https://www.zabihah.com/biz/mk0EgraCfw
Abou Bakery,"40.715376,-73.749671",Queens,https://www.zabihah.com/biz/DdGESlkoxT
Curry Point Halal Grill,"40.7399567216635,-73.9239107072353",Queens,https://www.zabihah.com/biz/ES1P4cBac8
Palace Chicken,"40.694969,-73.843134",Queens,https://www.zabihah.com/biz/NwY6uO5e9V
Halal Gyro & Chicken,"40.7329409529956,-73.8496035628964",Queens,https://www.zabihah.com/biz/koFEI4rB0f
Kennedy Fried Chicken,"40.76289899647236,-73.83136376738547",Queens,https://www.zabihah.com/biz/j8DFX1IHrw
Rose Bengal,"40.680369,-73.860529",Queens,https://www.zabihah.com/biz/Tr2AjS43OQ
Nanking,"40.674839,-73.803978",Queens,https://www.zabihah.com/biz/umBqOeI2nd
Aden Restaurant,"40.768194,-73.91179",Queens,https://www.zabihah.com/biz/r8cuFofbFH
Hot N Sour,"40.7460951,-73.9000045",Queens,https://www.zabihah.com/biz/nkI2PUJqQr
Our Village Roti Shop,"40.715845,-73.747413",Queens,https://www.zabihah.com/biz/4Wwzv9VsEy
Silk Hookah Lounge & Grill,"40.757586,-73.788981",Queens,https://www.zabihah.com/biz/abJvqYUoel
Anando,"40.757022,-73.9309444",Queens,https://www.zabihah.com/biz/8KiyaR0Fm1
Jerusalem Pita House,"40.7678483,-73.9234617",Queens,https://www.zabihah.com/biz/Sc2v3bKBc4
Just Combo,"40.7822419,-73.914068",Queens,https://www.zabihah.com/biz/B2KA7YG0kS
Namaste,"40.7667034,-73.9207487",Queens,https://www.zabihah.com/biz/2uXEpNxSNu
Saffron Indian Cuisine,"40.757166,-73.915751",Queens,https://www.zabihah.com/biz/AzX1OK5f4r
Chang Pai,"40.709427,-73.795526",Queens,https://www.zabihah.com/biz/Mm0aaPhppd
Taste of Bengal,"40.7660902,-73.9220229",Queens,https://www.zabihah.com/biz/FIOpSNwSlH
Djerdan Burek,"40.7359518,-73.9343788",Queens,https://www.zabihah.com/biz/k1HQJyuciF
Dhaka Garden,"40.749065,-73.892934",Queens,https://www.zabihah.com/biz/lmiOjUW5uM
Asian Halal Food Restaurant,"40.7555079,-73.9409309",Queens,https://www.zabihah.com/biz/WCUzssKtjD
Halal Tikka,"40.6994649,-73.830388",Queens,https://www.zabihah.com/biz/BAJDUcx4AO
Tutu's Halal Kitchen,"40.7336654,-73.8693688",Queens,https://www.zabihah.com/biz/o62VK4u3ob
SABA Restaurant & Grill,"40.7661236822605,-73.9131087809801",Queens,https://www.zabihah.com/biz/kDCVInGGQ5
Aladdin Sweets & Restaurant,"40.7571292,-73.9312514",Queens,https://www.zabihah.com/biz/ulyrpCdMSm
Richi Rich Palace,"40.6921456,-73.8351201",Queens,https://www.zabihah.com/biz/WtcW6mpG0K
Patoug,"40.7487082,-73.7576493",Queens,https://www.zabihah.com/biz/qcV0Z6z8EP
Shah's Halal Food Cart,"40.7142383197977,-73.8305693452517",Queens,https://www.zabihah.com/biz/WRryMMmZY0
Swaad,"40.7569552,-73.9310007",Queens,https://www.zabihah.com/biz/LDTFO708ic
King Kabab,"40.703707,-73.8220305",Queens,https://www.zabihah.com/biz/AlKTOM9MVZ
Green Apple Delight,"40.7689842,-73.9248167",Queens,https://www.zabihah.com/biz/uqQwCKTFef
Naz Bakery & Roti Shop,"40.713781,-73.755515",Queens,https://www.zabihah.com/biz/WzFjS7J4Pr
Crown Fried Chicken,"40.720362,-73.7602689",Queens,https://www.zabihah.com/biz/mm7kuoyqlE
Halal Cart,"40.72424499734421,-73.75484290619832",Queens,https://www.zabihah.com/biz/N0OjcPf5Lu
Halal Cart,"40.721070874820626,-73.75941127373852",Queens,https://www.zabihah.com/biz/Pkrh9RuX80
Arya Kabob House,"40.7666136,-73.7896131",Queens,https://www.zabihah.com/biz/XWilu4VOvl
Tasty Fried Chicken Pizza & Grill,"40.691832,-73.812084",Queens,https://www.zabihah.com/biz/V6QBK3NYr4
Farid Grill,"40.7674989849329,-73.91199432313442",Queens,https://www.zabihah.com/biz/NY1IxyJGl8
Ignited Restaurant & Lounge,"40.763076,-73.915301",Queens,https://www.zabihah.com/biz/HYBBYFFfl1
Desi Food Market,"40.6843364238739,-73.83229784667492",Queens,https://www.zabihah.com/biz/mFemz6xk9q
Tayaba Gyro,"40.7875386,-73.8129365",Queens,https://www.zabihah.com/biz/NJQPqQvetV
Jackfruit Garden,"40.71517176926136,-73.80760408937931",Queens,https://www.zabihah.com/biz/LtnRad0EHW
New Bakhtar,"40.696891,-73.8374947",Queens,https://www.zabihah.com/biz/PndA5FqPoA
Uncle's Fried Chicken,"40.708619,-73.7990451",Queens,https://www.zabihah.com/biz/URHzAZEqCz
Joe's Pasta & Pizza,"40.6941235,-73.8500014",Queens,https://www.zabihah.com/biz/VEV8gL7Jfx
Kurry Qulture,"40.765023,-73.9170116",Queens,https://www.zabihah.com/biz/T1InbzEz5h
Rockaway Roti,"40.6759581,-73.8153292",Queens,https://www.zabihah.com/biz/wmshqn2Sdy
Lhasa Fast Food,"40.7474859,-73.8919144",Queens,https://www.zabihah.com/biz/uuKXcmSfGO
Zahid's Halal Food,"40.7296299,-73.7408823",Queens,https://www.zabihah.com/biz/U6fJQyTVxD
Tawa Food,"40.7475607,-73.893948",Queens,https://www.zabihah.com/biz/Sg7JL2dRh3
Yi Lan Halal,"40.753275,-73.8271162",Queens,https://www.zabihah.com/biz/ZReOk5Hjoc
Yaar,"40.774797,-73.911866",Queens,https://www.zabihah.com/biz/voAQz9gOBr
Asian Taste 86,"40.74176,-73.8786019",Queens,https://www.zabihah.com/biz/nBAdBUhHSr
Punda,"40.742101,-73.925166",Queens,https://www.zabihah.com/biz/Q0l6DqdTeM
Mirch,"40.7122016,-73.7893913",Queens,https://www.zabihah.com/biz/bVraTyhw2z
Namaste Tashi Delek,"40.7470984,-73.8917629",Queens,https://www.zabihah.com/biz/EXkmo1yIGq
Krispy Krunchy Chicken,"40.7129954,-73.7834415",Queens,https://www.zabihah.com/biz/jtmFw5WvTw
King of Falafel & Shawarma,"40.7622701,-73.9254721",Queens,https://www.zabihah.com/biz/iKe4ESlez2
Brother's Pizzeria,"40.7696902,-73.9311412",Queens,https://www.zabihah.com/biz/NpJbNXKud3
Tikka Grill,"40.7646665,-73.8871776",Queens,https://www.zabihah.com/biz/VCi7VmRsJy
Punjabi Kabab & Gyro,"40.6873043,-73.8353188",Queens,https://www.zabihah.com/biz/8V8JTJmalP
Gaw Gai,"40.7457108,-73.9453483",Queens,https://www.zabihah.com/biz/P9rm4ul2Bu
Malingo,"40.74301,-73.920954",Queens,https://www.zabihah.com/biz/ykv4NZxiEN
Dumpling,"40.7554542,-73.8147071",Queens,https://www.zabihah.com/biz/KfZlsIeOjX
Heat Caribbean Kitchen & Lounge,"40.689761,-73.844089",Queens,https://www.zabihah.com/biz/YGhwriUr97
Erqal,"40.7593211,-73.8290528",Queens,https://www.zabihah.com/biz/B88XKsYNJq
Apnar Sweets & Bakery,"40.710211,-73.794998",Queens,https://www.zabihah.com/biz/K27nx66LfL
Mis Kebab,"40.641951,-73.6664221",Queens,https://www.zabihah.com/biz/IjOx0rApR9
Kabab & Gyro Grill,"40.690357,-73.814718",Queens,https://www.zabihah.com/biz/6mVx2OjeOv
Hamza & Medina Halal Food,"40.7364947,-73.713286",Queens,https://www.zabihah.com/biz/wFVpPVdAaG
Trinciti Roti Shop,"40.6803276,-73.8210003",Queens,https://www.zabihah.com/biz/q4GxBGn5K6
Mejbaan Restaurant & Darbar Banquet Hall,"40.7488463,-73.8910298",Queens,https://www.zabihah.com/biz/MHFmHZoq5O
Prince Kabab,"40.7475022,-73.891824",Queens,https://www.zabihah.com/biz/Ez9ukNVayb
Abdullah Sweets & Restaurant,"40.7487151,-73.8924824",Queens,https://www.zabihah.com/biz/gEGrFUz9Kb
Meghna Grocery & Halal Meat,"40.7488018,-73.8911744",Queens,https://www.zabihah.com/biz/kGE6jjBVKf
Mannan Halal Meat,"40.7485316,-73.892854",Queens,https://www.zabihah.com/biz/Vux6l9tsyP
Merit Kabab,"40.7471137,-73.8912256",Queens,https://www.zabihah.com/biz/l5mIGe5QTp
Zaytoun,"40.7471947,-73.8837387",Queens,https://www.zabihah.com/biz/QOiq5v3lRt
PappaRich,"40.7590931,-73.8322441",Queens,https://www.zabihah.com/biz/nhIUK0RR2G
Junoon CafÃ© & Grill,"40.7267767,-73.7884133",Queens,https://www.zabihah.com/biz/St8Ocw0zjo
Shahi Deggi Grill,"40.7516022,-73.8258594",Queens,https://www.zabihah.com/biz/vRlnzsvx3v
Souk El Shater,"40.7437391,-73.9211617",Queens,https://www.zabihah.com/biz/kGldVALorN
Ukus,"40.7628952,-73.9131534",Queens,https://www.zabihah.com/biz/0XTQyIH3oQ
Al Nour Foods,"40.7631469,-73.9139826",Queens,https://www.zabihah.com/biz/ncBJnM0ZpI
Atomic Wings ,"40.7076199,-73.8036884",Queens,https://www.zabihah.com/biz/hGk3Zj1MII
Kennedy Fried Chicken,"40.710211,-73.794998",Queens,https://www.zabihah.com/biz/rkIJ0DzkIF
New Texas Chicken & Pizza,"40.7498173,-73.8984519",Queens,https://www.zabihah.com/biz/lXTn6UowB5
Il Miglio Pizza,"40.761208,-73.939607",Queens,https://www.zabihah.com/biz/svLWgUfJuU
LIC Grill,"40.7555809,-73.9413399",Queens,https://www.zabihah.com/biz/sVOtjmYgCH
Hot Peppers,"40.73646,-73.7469081",Queens,https://www.zabihah.com/biz/EdROUmpADv
CimCim,"40.7750008,-73.9095623",Queens,https://www.zabihah.com/biz/uilecqd82a
AwesomeSauce,"40.7686913,-73.9106466",Queens,https://www.zabihah.com/biz/mLB6xb9AW5
Cevabdzinica Sarajevo,"40.7570074,-73.9218943",Queens,https://www.zabihah.com/biz/Qvd6fGERRU
Halal Munchies,"40.7325881,-73.8045483",Queens,https://www.zabihah.com/biz/RQM2PGiklL
Halal Boyz,"40.7393953,-73.7902244",Queens,https://www.zabihah.com/biz/aj1dOLTM5z
Bakhtar Halal Kabab,"40.7335258,-73.8249284",Queens,https://www.zabihah.com/biz/akuqtBsdkc
Agra Palace Restaurant & Party Hall,"40.7159258,-73.8326116",Queens,https://www.zabihah.com/biz/ITuSUUTtAe
Adana TÃ¼rkish Grill,"40.7127391,-73.784531",Queens,https://www.zabihah.com/biz/zZ8Rh3knF6
Burgerim,"40.7209984,-73.8048669",Queens,https://www.zabihah.com/biz/KD1xRfEo7t
Chicago's Pizza With-A-Twist,"40.6933759,-73.8294774",Queens,https://www.zabihah.com/biz/WKkZM6LSmn
Farine Baking Company,"40.7488954,-73.8910453",Queens,https://www.zabihah.com/biz/a7RniFszr0
Khan Halal Food,"40.6998333,-73.8310458",Queens,https://www.zabihah.com/biz/rhDTkb51UW
El-Rawsheh,"40.76681,-73.912829",Queens,https://www.zabihah.com/biz/ugjOXsrBwk
Tangra Masala,"40.7362711,-73.878555",Queens,https://www.zabihah.com/biz/xqavJ4sNkb
Kababish,"40.7477219,-73.8939209",Queens,https://www.zabihah.com/biz/1LaMlwa4RO
Sagar Restaurant,"40.710485,-73.794303",Queens,https://www.zabihah.com/biz/s7JfZgcNVv
Sunshine Restaurant,"40.7542729,-73.8973226",Queens,https://www.zabihah.com/biz/K7TVpAYmRm
Al-Naimat Sweets & Restaurant,"40.7487977,-73.8916373",Queens,https://www.zabihah.com/biz/yBKP8EER0d
34th Avenue Halal Cart,"40.7566855,-73.9208625",Queens,https://www.zabihah.com/biz/dDFds1gpA1
BBQ Village Palace,"40.713236,-73.7813071",Queens,https://www.zabihah.com/biz/FWuaxNHgBi
Amina Thai,"40.7107274,-73.7929057",Queens,https://www.zabihah.com/biz/9dPUTMW8hH
Talk of the Town,"40.7480732,-73.8935493",Queens,https://www.zabihah.com/biz/j0MQtJpEJk
Queens College Halal Cart,"40.73856,-73.81506",Queens,https://www.zabihah.com/biz/tuROsVGqbB
Sagar Chinese,"40.711767,-73.793134",Queens,https://www.zabihah.com/biz/g9I3HDucfm
Bakhtar Afghan Halal Kababs,"40.7338553,-73.8253524",Queens,https://www.zabihah.com/biz/dQDKrvSrQu
Sammy's Halal,"40.7471,-73.8924",Queens,https://www.zabihah.com/biz/2pRABwlQxe
Chick Inn,"40.7334181,-73.7368898",Queens,https://www.zabihah.com/biz/O7jRQZ5uov
Tandoori Hut,"40.69355,-73.827474",Queens,https://www.zabihah.com/biz/Rs8nDhUUJU
Dhaka Sweets & Restaurant,"40.710337,-73.793636",Queens,https://www.zabihah.com/biz/0vrdzYyuux
Madina Halal Food Cart,"40.759655,-73.830101",Queens,https://www.zabihah.com/biz/gnAV8s1dpV
Original American Chicken,"40.749382,-73.887892",Queens,https://www.zabihah.com/biz/OCdAs1IAJ1
Kabab King Diner,"40.748929,-73.89337",Queens,https://www.zabihah.com/biz/5DhT5daugX
Ali Baba,"40.7394485,-73.7907311",Queens,https://www.zabihah.com/biz/ENgt7Zn8lL
Tawa Tandoor,"40.749332,-73.8918265",Queens,https://www.zabihah.com/biz/JsBK4ip6b3
Halal Cart,"40.6671,-73.8103",Queens,https://www.zabihah.com/biz/gP40hk8HPf
Ghoroa,"40.710515,-73.793805",Queens,https://www.zabihah.com/biz/L2D48kQWLJ
Halal Food/BBQ Chicken,"40.7558767,-73.8326032",Queens,https://www.zabihah.com/biz/lCpKMigk85
Cedars Halal Meat,"40.763119,-73.913984",Queens,https://www.zabihah.com/biz/Q1QzWX3VOz
Super China Pagoda,"40.7609479,-73.9087509",Queens,https://www.zabihah.com/biz/oOOM6ZT3a1
Jackson Heights Food Court,"40.74715,-73.892259",Queens,https://www.zabihah.com/biz/SH5VhAyYtI
Taste of Lahore,"40.7545956,-73.8933331",Queens,https://www.zabihah.com/biz/oPXsmfDBSF
Mia Halal Food,"40.6800676,-73.8444031",Queens,https://www.zabihah.com/biz/GbLqxL7dwk
JFK Airport Travel Plaza,"40.661584,-73.793355",Queens,https://www.zabihah.com/biz/e3GOm2hmNr
Afghan Kebab House #4,"40.748893,-73.891506",Queens,https://www.zabihah.com/biz/nKVgt13PC6
New Sunshine Grill & Restaurant ,"40.7366609,-73.7124951",Queens,https://www.zabihah.com/biz/lssA9WJzcz
Bownie,"40.753951,-73.81837",Queens,https://www.zabihah.com/biz/8Y8zVy1SF2
Roti Boti,"40.7719643,-73.9261344",Queens,https://www.zabihah.com/biz/9JPgeab8Ql
Taipan Fusion & Hookah Lounge,"40.7398179,-73.7894025",Queens,https://www.zabihah.com/biz/AzmrHkxXko
Maurya,"40.7217764,-73.8669904",Queens,https://www.zabihah.com/biz/GJ2T7tuppd
Eat & Go,"40.6356086730957,-73.785270690918",Queens,https://www.zabihah.com/biz/rmHgLCdS35
The Halal Guys,"40.7462844,-73.9424869",Queens,https://www.zabihah.com/biz/h84kbfV2MI
Layali Beirut,"40.76659,-73.913111",Queens,https://www.zabihah.com/biz/5WVZnLiOya
Angelina's Panini Bar,"40.7711746,-73.8685565",Queens,https://www.zabihah.com/biz/mXJcdEbzL4
Dera ,"40.7477371,-73.8935183",Queens,https://www.zabihah.com/biz/45t3Cd9F5T
Al-Aqsa,"40.8363537,-73.8547896",The Bronx,https://www.zabihah.com/biz/qg48YDLzz8
Ziyadeh Halal Meat Market & Grocery,"40.848232,-73.867252",The Bronx,https://www.zabihah.com/biz/mQc7O43V0h
Norwood Food Co-op,"40.874813,-73.878848",The Bronx,https://www.zabihah.com/biz/3OHAj2EsQm
US Fried Chicken,"40.8271089,-73.9249905",The Bronx,https://www.zabihah.com/biz/OkFmgMmcKn
Musa Halal Chinese ,"40.833649,-73.8569686",The Bronx,https://www.zabihah.com/biz/6vmeVBu45t
AKS Halal Deli & Grill,"40.872759,-73.87788",The Bronx,https://www.zabihah.com/biz/Z8wRjUvaN7
Halal Hot Fried Chicken,"40.8356052,-73.8633274",The Bronx,https://www.zabihah.com/biz/k6f6TUgUAt
Arth AlJanatain,"40.847301,-73.866642",The Bronx,https://www.zabihah.com/biz/bg1vMEFnzB
Oasis,"40.8475870639086,-73.8672537356615",The Bronx,https://www.zabihah.com/biz/7Yei8jQ6Uh
Curry & Kabob,"40.8750076,-73.8794779",The Bronx,https://www.zabihah.com/biz/GcyuYpNNvu
Halal Coffee Shop,"40.832379,-73.916363",The Bronx,https://www.zabihah.com/biz/RvzTGebFJd
Fordham Fried Seafood & Chicken,"40.8615755,-73.8972657",The Bronx,https://www.zabihah.com/biz/XAuCfOcwns
Kebab Curry Halal Food,"40.8363224565983,-73.8529776781797",The Bronx,https://www.zabihah.com/biz/ArVC1JF5pY
Mehman Sweets,"40.835734,-73.8551689",The Bronx,https://www.zabihah.com/biz/rAfuwDxq3D
Tajdar,"40.862907409668,-73.8661880493164",The Bronx,https://www.zabihah.com/biz/uVdM0809lq
Tastebud Foods,"40.8186002,-73.9037599",The Bronx,https://www.zabihah.com/biz/9ylm1jlIos
Texas Chicken & Burgers,"40.8539504,-73.908221",The Bronx,https://www.zabihah.com/biz/VkWU94hG9Q
Texas Chicken & Burgers,"40.8339573,-73.8519996",The Bronx,https://www.zabihah.com/biz/YdhuBTGb91
Texas Chicken & Burgers,"40.8669641,-73.8965545",The Bronx,https://www.zabihah.com/biz/EDIJKPwUtd
Texas Chicken & Burgers,"40.8528634,-73.8277618",The Bronx,https://www.zabihah.com/biz/31RyeNVQe1
Texas Chicken & Burgers,"40.8153024,-73.9186395",The Bronx,https://www.zabihah.com/biz/9ICC4fgjwW
Texas Chicken & Burgers,"40.8409602,-73.8414939",The Bronx,https://www.zabihah.com/biz/4bnHt5zFTf
Halaloo Food,"40.8555378,-73.8872733",The Bronx,https://www.zabihah.com/biz/vxNI3M1Gt6
Chandni Chowk,"40.8653005,-73.8613343",The Bronx,https://www.zabihah.com/biz/IxiAeVLdY0
Kennedy Fried Chicken & Pizza,"40.8175447,-73.8982893",The Bronx,https://www.zabihah.com/biz/ttLSKp3HuK
Caffe Lanka,"40.8339502,-73.8520771",The Bronx,https://www.zabihah.com/biz/MBeKj9klbZ
Kennedy Fried Chicken & Pizza,"40.8522925,-73.9042792",The Bronx,https://www.zabihah.com/biz/V99Js7FUdh
Teuta Qebaptore,"40.8547467,-73.8879181",The Bronx,https://www.zabihah.com/biz/Bd4ek45Iro
Sofra,"40.8544719,-73.8550788",The Bronx,https://www.zabihah.com/biz/XM5lRgg7Sm
Papaye,"40.8574002,-73.8991932",The Bronx,https://www.zabihah.com/biz/w3kprr9qVR
Bate Nabaya,"40.8237224,-73.9138683",The Bronx,https://www.zabihah.com/biz/lFoDbLAL4V
Fouta,"40.83141,-73.86799",The Bronx,https://www.zabihah.com/biz/8ZSHt3AmTs
Grin African,"40.8314425,-73.9074615",The Bronx,https://www.zabihah.com/biz/NFvJlg1lHK
Ãka Ka QÃ«llu,"40.853927,-73.8882215",The Bronx,https://www.zabihah.com/biz/lQlT8hMXaP
Bengal Halal Chinese & Tandoori House,"40.8308619,-73.8618015",The Bronx,https://www.zabihah.com/biz/x2UXaOgZF5
Aman,"40.885040089488,-73.8794215768576",The Bronx,https://www.zabihah.com/biz/2PcfSWFTOz
Falafel King,"40.8364194,-73.9213277",The Bronx,https://www.zabihah.com/biz/PbkrX9WML0
Premium Sweets,"40.8360334485769,-73.8548505306244",The Bronx,https://www.zabihah.com/biz/x29zPBTIWc
King Palace Chicken & Gyros,"40.87905,-73.9046694",The Bronx,https://www.zabihah.com/biz/CoUTKkqDtx
Hungry Bird,"40.8284184,-73.916853",The Bronx,https://www.zabihah.com/biz/LfCER5yKVy
Kennedy Fried Chicken,"40.8785897,-73.8733474",The Bronx,https://www.zabihah.com/biz/rHSAB4tsp3
Moja,"40.87300109863281,-73.87813568115234",The Bronx,https://www.zabihah.com/biz/bgycTmvrNf
Shaad,"40.8360739,-73.8536313",The Bronx,https://www.zabihah.com/biz/5T2jHdGgod
Jenny's Roti Shop,"40.8337302,-73.8511636",The Bronx,https://www.zabihah.com/biz/yqgdZXi5Bz
Naan Shack,"40.8357105,-73.8551846",The Bronx,https://www.zabihah.com/biz/ThVLIGH2aW
Tito Boss Halal Truck,"40.8815451,-73.8798179",The Bronx,https://www.zabihah.com/biz/rNFZ6moKZD
Chicken vs. Lamb Big Taste,"40.8491013,-73.8461857",The Bronx,https://www.zabihah.com/biz/f1OQCOGSVi
Packsun Halal Chicken,"40.833928,-73.852373",The Bronx,https://www.zabihah.com/biz/ljlfOmVsON
Mr. Pizza,"40.8361635,-73.8600089",The Bronx,https://www.zabihah.com/biz/idFxKuka8J
The Grill House,"40.849824,-73.864656",The Bronx,https://www.zabihah.com/biz/mlN3OVQuyE
Carifesta,"40.8947716,-73.8566224",The Bronx,https://www.zabihah.com/biz/H7MeVoK2Mx
Alba International Food,"40.583233,-74.095262",Staten Island,https://www.zabihah.com/biz/eqGrDSX6XS
Shop & Eat,"40.624702,-74.144805",Staten Island,https://www.zabihah.com/biz/QJd9XR50G6
Seaside Turkish,"40.5955124,-74.0630683",Staten Island,https://www.zabihah.com/biz/AZ6MspkmfY
Famous Falafel,"40.551081,-74.150392",Staten Island,https://www.zabihah.com/biz/I6F9j786kZ
Papa's Halal Chicken,"40.6252772,-74.1484573",Staten Island,https://www.zabihah.com/biz/KDTDgGCt3J
Sahara Xpress,"40.598457,-74.0823909",Staten Island,https://www.zabihah.com/biz/RXM3YJfUAA
Sumac,"40.626465,-74.12968",Staten Island,https://www.zabihah.com/biz/znOxHABbd1
Indian Clove,"40.604816,-74.0830674",Staten Island,https://www.zabihah.com/biz/koXxeGV1bm
Papa Chuck Halal Chicken,"40.623893737793,-74.0825424194336",Staten Island,https://www.zabihah.com/biz/r8zywLRCd1
My Pizza,"40.608921,-74.08784",Staten Island,https://www.zabihah.com/biz/csXYRBq2eK
Halal Crown Chicken,"40.640462,-74.1312001",Staten Island,https://www.zabihah.com/biz/TOmwhUfDji
Mandi House,"40.6441663,-74.0770345",Staten Island,https://www.zabihah.com/biz/gDUFARZMQX
Crown Fried Chicken & Burgers,"40.640462,-74.1312001",Staten Island,https://www.zabihah.com/biz/LV7kdlItG3
Crown Peri Peri Chicken & Grill,"40.6122658,-74.1295473",Staten Island,https://www.zabihah.com/biz/Sh5DlRa9Tx
Bistro Grill,"40.5425821,-74.1453515",Staten Island,https://www.zabihah.com/biz/bli5TopQ0k
King Gyro,"40.6122658,-74.1295473",Staten Island,https://www.zabihah.com/biz/suk90XtkK8
New Asha,"40.6342969,-74.0854346",Staten Island,https://www.zabihah.com/biz/FpovDOzsai
Al-Humza,"40.611378,-74.088565",Staten Island,https://www.zabihah.com/biz/KJQRFLMkpH
Kebab & Gyro King,"40.62635,-74.131967",Staten Island,https://www.zabihah.com/biz/7isY8PdVCp
Ali Baba Grill,"40.625484,-74.144516",Staten Island,https://www.zabihah.com/biz/QbcvZ8l8Os
Pizzken,"40.5872614,-74.1041064",Staten Island,https://www.zabihah.com/biz/Esklm1Inf5
